BJPMHILNKDOEGFC,0
LCAEBDMPNIOFH,2
DNPGOIKBLMFJH,0
FLEJDPHOKMBGAN,1
PMOFANEHKJLIBCG,2
FGAHEOBDJNILCKM,0
HIMAJNKCFDEPLGB,2
CGAOHFMLJPBDKE,2
IAOMKGJFCEPH,1
HCGNLDBPKIJEOFM,2
BGFMICEKDJHO,1
KMGJDFNIHACE,1
AFJEGIBOMKCPD,0
EBDGAJFKINHOM,0
MOKPALJDINHGE,0
GOPELJDFCMAKH,0
CKFOEJAMLDIPNG,1
GJHCLIKBDEFMNA,1
NCKDOFJBMGIEAH,1
HGKLPCEDFOJNA,0
IONPLKHJEFBGDA,1
NAEJFOBIKGCDLM,1
BOMHLINCKFPDAJG,2
IBNEKMAFLJOGPH,1
FGILKECJMBPHA,0
EGBPNCJDIHOKML,1
GLJPIKOENFCMHDBA,1
CKOBLFGMNJHEDIP,0
FHMBPAOJICKEN,0
DBHOGJFLIKNPCME,0
FHCPEMGDBJAKIOLN,1
FCIELOPBHGKND,0
IFBDJCHMGOKNPEL,0
LHICFJMNEODBKPGA,2
EACNKODPIBFJHLG,0
NMGLOHBFJKPCI,2
AJHPFKMGNILCEO,1
IBNGJALFK,0
HCDGKEFNLMBIJA,1
HNCJIFGMKODEBLA,0
FBOGNMIHJCEDALKP,1
GHKMDIJAOE,1
EBJLNFGKCPAODIM,0
ACKMEHNLJPFD,1
JCKIOEGHLPFMBA,1
GCEJLKIAMHPFNOB,2
CODJGNLMAEB,0
PJALIDECBOHFGKM,0
IDBHKCAGENM,0
NLGPJFIKDEM,0
CPKMJEOFLBG,0
PKCAGJDEBIHOL,0
CDAFEOKLIGHJNBPM,1
KALGCIFOJBMP,2
KJEGFMPBNOLIA,0
AGNHIPEJKFDLM,0
DOEGKBLAFHJCI,0
ALFOPJHNK,0
KJDEOFCHG,0
GHMBLDKCFPONJA,1
NBKAEGOIJFCLPDM,0
OAKIPNEFHJDMBGL,0
MAFHDJICBGLNEOPK,1
ICHBJMGAFKONLEPD,1
POJLKAIHGBFNEMC,2
OFKELIJBMCNGHPA,2
AEGFKIMJPNBHODLC,2
IJMFLOEBPN,1
FNDICEBAKJMPHG,2
DPNFHECJLIAOGKB,0
ODPLKGFJCIHAEBMN,2
HGCJNLIPFODKAMB,0
GJBIAKFNHMPL,1
MKLFINBJDGAEC,0
IDNCEPFGLHJKMBA,0
FCGEHPMLIAJBOD,1
KFIDHCJGNOMAEB,1
EGNKOFBHJPILMA,1
GJFMNOIAKBHPLED,2
IOENJKBFAGM,0
KCABHDFPLONGIJME,2
MDBHEGIJFKNACLOP,1
JLENDMFIOKPHAB,2
IPMOBCFGDNALJK,1
NMGJOFPBIACKEH,2
BMDONFAPEKIHLGC,0
HCDAMIJOKBNPG,0
CDONGIK,0
HNFBMEJAICLOGD,1
AKPLMGIDOFBEN,0
BJAINKOMEL,1
HKCFOGPJBDNALIEM,1
HMCGOELINPKDFA,1
PCFGEKLDBNJHOI,2
FLEHACMGBJNDPOK,0
LCJMKFEHNAPBOD,1
KGFNPJEDHACM,1
BHGLFEKIAODMC,0
LJOMGKBNFDCHPEA,2
GOEKDIMLNHBJ,1
NMKJLGOHDIFCABEP,2
OBJAFCPEGLKHID,1
GAHBEINDF,0
JPKNMBLHI,0
AOCFJLMKIBHDGPNE,2
CFKJGAPBO,0
OJPNLAGEMHIFDCKB,1
GBDKHOEMJLAPIFCN,1
DHOIGFKLJPM,0
PEHADCBGMKOFN,0
PNLDGBJAKOI,0
JCIKBGDHALEPM,0
BFPMDGLCOKH,0
HBGILFPMCED,0
DAHCJLMFEPIBKONG,2
KMBGJENOLAPDHI,1
CJFHIALDPMKNBEGO,2
INPGLCDJKEMBH,0
DMONCJFELIAHB,0
MJNIOFHPKDGELCA,2
OLAGEBKFDHCMPJN,2
FANGMLPIJCKDEHO,0
FDIGEBALNPCH,1
OHACMLPGN,0
ABEIDFMGHCKJLN,1
AONLBPFGIDJ,0
FECBGAJPOHNDK,0
DGINAFCOHKB,0
JAHEBFCKGODIM,0
OKPMIBDELGH,0
HGKJLAIOFMPED,0
PINOABJEFCLHMDGK,2
FMINAJKELCHBODP,0
IBDLEKANJPGOCFM,0
NGJBIEDAOFMCKH,1
JPFKAMGNBIEO,1
NADHLMBKEIFCOJ,2
BECFGKMNOADIPJHL,1
JDNLOFPIGEBAHCKM,1
IOCJGENKBMDLHPFA,2
FNGMBJEOAIPKLHCD,2
DNLCFBHPKGOMJAEI,2
BNKILGEHFMAOJCP,0
HDCKMIFLBJ,1
DMCIHNGJLOFKP,0
BOGIMPJKFLCEN,0
CKMOPJFLENGHBDIA,2
GIBEFJDPCMA,0
KBINGLHECMPAJO,2
AHBDGOECPJILFNK,0
DOGNLMCP,1
MJNGOAEFP,0
ENJCGMBALFOIKP,2
ADHLBOMKNCIFGE,2
JOFLIPGHCKAEDBM,0
LMKADEIJNBOFCPG,0
AIFNBJMOGPLKHCE,0
AGDCHJKLNMFEIOBP,2
DGHKOLPACBEFNJIM,2
CAFIHGBPNDJ,0
FNGLAPKEICHBOM,2
KELHNBOCFAMIGJDP,2
MNEBOGJIKFDCLH,2
GDJHAKEFLPCNIBM,0
GBCADOMHLNJ,0
ELBOGPAMDN,1
HNLJOMDKCFGB,1
JPEMINFKAHGLBCOD,1
BFDGCKHEA,0
PAJEICFBMGNLO,0
FHDNOGLCJMAK,2
PGNJAHLDFKMCBIO,0
LKGEOHADNJMIP,0
HILJGMAEFKDNBOC,0
JPOKHNLFAMBEGC,2
HCLEIOKNJ,0
JFHCMDEGIOLK,1
JAKEFOINPMGBL,0
PIMNEKAFJLBOGHCD,2
PFKIGHMCLBDAOEJ,0
KGCDHOPMFJ,1
FOJLENKABDIHGP,1
ALIGEKM,0
AJCIFKBEHPD,0
ECGDKMPBFJNOA,0
AIGEKOFJNMBCLHDP,2
FAJKBDN,0
OIGKFMBNJHLEDA,1
KBFAJEHMOCND,1
GBHNPDCKFJIE,2
KFDHCILEPG,1
IFMNJKBLEGHPA,0
CFEDHPGMBALK,1
ACEHGPFMLJINO,2
FAKDPMOBJGHNIEL,0
CDHIEBGAF,0
EFHGDIJMKCLBONAP,2
GDHFCMAJIEKNLB,1
MFPECAOGJBLDKIN,0
GFMDLHKNJBAEI,0
DEGOLFHAKNBJP,0
NCBGFPJ,0
FMIOCNPKEDBHG,2
CJHBGEMKFILAOP,2
NFBIEDAGLPMCO,2
HIGMJDLECKAPOF,2
IOFGBEJKHLADN,0
JANBDOFGMCEHILK,2
FHNMBDAJGELIOK,2
MDNIJKEGFCB,0
PAMBLFHGOEJICDN,0
ECMGLHJFONIDK,0
INPBCEFAGOKHJLMD,2
LMBIFEHDJNCA,1
GCBFJKEIOADLHNPM,2
KIJAPHFEONBM,1
BEHMOFGNKJLCAD,2
BLCGAMEJPKNOID,1
OKMJAHGPECBIL,2
OICMGPHNLEAKBFJD,2
ICPKLHMJEGNDO,0
MDEBJHANOGFKCLPI,2
IKBLJFCAMGHDNOEP,1
BCPEGNMHKLODIF,2
MFIALENPHJDOK,2
GCLJNKDEPIH,0
FLOKJHECBGADPIN,0
IELKNGFMPCJO,1
IMCAGJKPO,0
IOPHLDFJGNKBCA,2
IGAPKFBCOHJE,1
BDEOFAIGJMKHN,0
PONMBGEFKLHIJA,2
CIPGALBKEHJFNMOD,2
AEKMOPBCHLGJ,2
GHECBKJDFOLNMPAI,2
GOHMCIDNEFLABKP,0
KMLBOENIDJHA,1
ACLNMJEFPOHKI,0
IMCGAHENBKPFD,0
EOACJFHKGILPDBNM,2
ELHDGKMCIFNPJA,1
JCFBMDIGNHAOKLE,0
HODJNICLFMBEA,0
BCDNEGJMIPKHOFL,0
HEAJOCDNLGBFIMP,0
ELIDCMKPGH,1
FIEJANLMKGDOHBP,0
IONPKJLDGFHBCE,2
FMBJLKPNIGOHCD,1
ILJKFGEDAOM,0
PLCMAODNGKB,0
PLJHMKGBIDFCNOAE,2
HBEOLPKJGAMFDIN,2
DIGEJFBMKLHNOA,1
JHLFKAGBMNI,0
NMGEFIBLHDJ,0
LENKFCIPAHMDBOGJ,2
NFDCKEPJHIBOMGL,0
HDGCKFNBJA,1
JKMNILGHFECAD,0
KHOMJIFDLPGBENAC,2
NAJLBEOIPFM,0
KAFJGEOBLNHCID,1
APNLKFJBOGDCIMH,2
FLKJENCMGHDPBIO,0
APINCLBJMKE,0
NDIHMGOLCBJKFEAP,1
EICAGFHKLNDOP,0
JNFOHBGLE,0
HAMGLPIFDECJKBN,2
EJHFCIAMPBGN,1
DLHBNECOGJKIFAPM,1
ANOMJFGHPCIBEK,2
PLIDKOJBMGNCEHA,0
CDMAJOPGILKEHN,2
NHCKAPMJBEOGILD,0
MNACBKFJELI,0
NCOJPBGHFALD,1
IGJOMCDFBNHLKA,2
LNGOPKBJCDFMEH,2
PMFLINEAOJBDGKH,0
KFBHLIJGNAOCEM,2
NDIBEGMFHKPCJO,1
LHBDGCJIFNEPM,2
LCKDPHJBGA,1
KDMJCFNGOLAHBIP,0
ENOPLMHJBIAKFCDG,2
GLIHCDMKOJFP,1
FJNIKGOBPEA,0
KJMIENAODLGFBHC,0
FGMCKDPNIOBJA,0
HODKJLCGEIBPFNA,0
MHIDPJLKOBN,0
BACKLGHMFJEIDPO,2
IJNGOMDLCAF,2
FEICNGDHKBJLMAOP,2
KALBHGJDNFOEPMI,0
PBLIOAGFNEDJCM,1
ENBICPDMA,0
MLIONPFADJCBGKEH,2
DMOJPIGNLFH,0
JLHFONEKCPMA,1
IAFMGOBPKLJN,1
KEIJPOCGFAMBNH,2
JKBAEPFLGHN,0
HPMLICAOJEGNFBKD,2
HPOBKNGLC,0
KLDOIHGJPNMFCEAB,1
JPIFGNMBLKECA,0
LCEIMHABPFDKGNOJ,1
NEGIKLMAJFPHD,0
PNOILJKFBAGHC,0
AFHIGKEPBNMODLC,0
NCAMKJGIFOLEP,0
NJOIMCP,0
DBOFHAJEMIPLG,0
JHILEOMNKCGPFD,1
GBDIJOKEPFHML,0
PLHCGNKFBMDOJAI,2
FCBGPKAELHJNMO,1
AHJBCLEDFKOGMP,1
AEMKBJINCOHPFGD,0
HMLJCBOIKNPGAF,1
JHABFGICKOEDL,0
AIMLJDBGEFNPKH,1
CEDMOKBAJGHI,1
BLCAFEOPJNKIG,0
GPCBMNHFLIKEDJ,1
CMPNLOBEGKFIDJH,0
NFAKJMOBLIPCGEHD,2
FIGHDPAOCKJMB,0
GPJLCHMANOD,0
LAEBJNKGOFHMDCI,0
ICMBELJOPKHG,1
HIMEOJNBGAFCP,0
KOHIDELAGBCFP,0
LDKCIHEGNJOM,1
GODICLAJHEFPKNB,0
HMKGCFNIEJPBDOAL,2
NOMHCFJDGKELIBA,0
MCIBFDKJPEGLHONA,1
CMBHEOIJFNKDGLPA,2
IDFKENJCHPBGOLAM,2
GDBCAKFJHPMLE,0
HMBNAJGPLKFDCIE,0
FHCLBAMEGIPONDJ,0
GBFHDPCANLMOJ,0
MHJENDBAIGPF,1
HCFDJEMBIGAKOP,2
EDBCMGNJOFIPLHA,0
NHILGJBCDFEPKM,2
AONJMIHPDKBL,1
CAGDFNBEJILKPHOM,1
NGOLKAJBPICHM,0
HFJKNODEIALGBMP,0
DGNICKPOBLHJ,1
FDCIOEJAKM,1
NCPGJDIBOKLHAEM,0
CJBGOKFMAHID,1
INODMGKBELA,0
JGDHBFCLNOKIEMPA,2
HCGABMJPEFDK,1
FCGLPBIKJNAOEHDM,2
OLHGJDNPIBKEFCMA,1
JBOELAGNKMDPHFC,0
OFKLNJEIMPHABDGC,2
MLCKJAIPGBEHFOND,1
NOMBJFILDEKPHCG,0
INGOJDFHCLKBMP,1
LBOEHANPKFJIGDMC,1
BEAJFGCKILHND,0
LECAGNDHPBJKOFIM,2
FOMGJNLBDPKHAI,2
FOMDGHNEPIJAKLB,0
OHNFJALBPKCIDGM,0
HBPEOFKGACNDIJLM,1
ELJKFGAPOCBHDIMN,2
GCIJDFLBHEP,0
BPFJIAKNEMLGDO,1
CGEKNLJFIHADBP,1
IDONPHJAGCKLMFEB,1
HFLNEPODACGIJ,2
PKBGEFDLCHA,0
NKHFIPELOA,1
GMKIAPBLHEDNOFJC,2
JAMBKPNEIGODCLFH,1
GOMHBNFIEAJKLPCD,2
IOEMCPBJHFDAGN,1
FMEAHIBCDLG,0
DIAHFMKLEBCNGOJP,1
HDMGFOIBKCLEPA,1
IJBKMPGNEOHLA,0
AEOGKFJCPBIDHLMN,2
KILFDMPJOCH,0
ALPGCBKFEIHNOMJ,2
BGAIFCPJELOK,1
FLEDAGMJCOI,0
KPHMLIJACNFE,1
PNLMOJGKEFDB,1
PGADOBJHKCEILFNM,2
IJFKGOLPMBEHA,0
OHMPABFCKGDLEJNI,2
GPLFKICHO,0
IAEGDOBJPLK,2
NPGLAKCHBD,1
BLPAOKEFJM,2
MBJFGIEHD,0
BJIOCEHAGFMPDLK,2
GBHECFDJIALKNOMP,1
JECHAKMFNOGLD,0
JLGPCOENKM,1
HAFBPGNJKILOMECD,2
NHLMKGADIEPJ,1
JMINFKEALGBDCPO,2
EOCNJKMBAGI,0
LMGHCJKIO,0
FEDGBPAONLMJKC,2
GFKALBJCI,0
KHAGFJOMLBP,0
DEGIHMKBCLFA,1
BAOILFGHPMCNJE,1
FLGEOANMJPIBKCHD,1
MHOAELPGBFJDN,0
NOJDGPFAKBLC,1
LOJNEKBDGCIPHFAM,1
CIMEHAKJGOLNFBPD,2
NALEDCHFGBP,0
AGDCEFKMIHBONJ,2
JBEAGFKNLCI,0
NLMFIKGCJPD,0
AHKONLFGP,0
MBCNFHOLIDJKEP,1
OFLDIHCMPAKNG,0
HCIPMODKJBG,0
IBHJFMKELCGNDOAP,1
GCDABMKIPJLE,1
GJCDHPKEFINOLBM,2
CKFNDJEGBLIHA,0
HDCPNABEFIKLGJMO,2
EBDMFCIAGJNLPOH,0
BKGFJEOCPLHIDANM,1
OHGCJDILKANEFB,1
CLIHKNPBOAFGD,2
PBOEKJNIGMC,0
DKBEMOGLPJCHFI,1
NBJEHMOPGCDIKA,1
ICPFNDBJGM,2
OAKCJLHBID,1
HCJEGBLIKMPA,1
OALMBEGFIKNCPJHD,2
IGEHBFJDKMNLACOP,1
FGHKCNJMBPLO,1
CBINMGFKJPOAL,2
LJMEDINBCOHFGAKP,2
BJLMOIKFAHEDCG,1
HCBOLKEDAPMJNG,1
GAIEJBFPKCL,0
APFOJKGLEHMINCB,0
DHMELAPJKFICOBN,0
FJGDIKEPBHCOAL,1
JAILNEMOFBCHKDGP,1
KGNDHJLEPOCIMF,2
DCFEBKHAPMGI,1
BNCKHMFIGLJOAP,1
NGPLKAJOCBDMHIFE,1
GNMHFBCIEPAJKOD,2
JCMFKLGHD,0
JGLCKBHDOFEINMPA,1
DNKMFCOEIJHGPABL,2
PJHMOBLKNAFGECID,1
FHAMPELNK,0
ACDHJLOMNIEKFPGB,2
IMEDHNFAG,0
LBFDJCNA,1
LGMKOPFAJIDENB,2
EKFNJDGHOICMALP,2
MPIKNGBOFLJ,0
OLHPDGCAMBNFJK,1
DEJFHBOMNIGKPLCA,1
OLHACFDJIGKPN,2
LEBJGONKHFCAMIPD,2
AHELIGFDBJNOCP,1
JIKOHNECBPLGFM,1
FIHODNAJBGC,0
IPHCAELKGFBJDON,2
JPILGEKOBHFCANDM,1
MBGNHILPCEKFO,0
MEIGJPNFKLOCBDAH,1
GCBINELDJHMOPAF,0
NAKJMOGLCPFHED,1
MAPONKJLCFBDG,2
HFDELGICJBMAP,0
GNHJKMCOBAEP,1
GADBEIKNHLCJMPF,0
EHCLGPID,1
NKOFMCEHGLJAIBP,0
GMLNHKCJFOPID,0
IKCLNFJGBDMOHPEA,1
CLHODJFKAI,1
KOHBDEFAGCJLINM,0
HJFOLCGIADPKNMBE,2
CADFJIGMHLBPEK,1
NKIEOFMHJG,1
GFEKCHBNDIA,0
GNBKPHFCJMDIE,2
DNOAKMJIEFHCGL,2
PILFGCHEOJKBAMND,2
HLCBDIOAGEJFPNK,0
DFHKGCLMIJBOENP,0
ONHMKAJELFGI,1
DLHBKGANJFIEM,2
MIKGHCFJDNLBP,0
OKDNEPHFACBLIM,2
NCJDPFKBOA,1
APHODEBGFJC,0
BDOGEHANJIFKMCP,2
IECFLPKAJ,0
BMCILDOEPFNKGHJA,1
IFKBOEGCLNDJ,1
HBDIJNGCAMKLPOEF,2
CMFLKJIEHDBPOANG,1
JIGHBKMLCDAOFP,1
HOGBFAKEICLD,1
HNKCJOPDLMI,0
OGPIKCJDNEM,0
IBFGKCLJNMOHED,1
MONGEKIJBHA,0
GCKMEINBHDOFPA,1
NDOFIGMHKLP,0
GIKLHOCFDENPAJMB,2
CJLHFNAGPOMBIKDE,2
PIBFHJGCKELNMAD,0
EMCDAFLGIJ,1
KDNCEJFABGOHPILM,1
LCIMGJOENBKFHADP,2
GNFOEJIMDKH,0
GPJLHOKFMCBED,0
MIOBPJHCDKGFL,0
PGFBDCKEINLHJ,0
PGFHNCIJABMKO,0
JOCPMLFHIEGKNAD,0
NLAKFEGOCPDHJBIM,2
PGONDKLIECH,0
HCGDKFLIPEBMOJNA,1
KEJHFNGPIODM,1
EOIDFGKNLBCJHAPM,1
MIGNPHCJBKEODFA,0
PJLIBNEOCFKHGA,2
PHKJELDIBMGCFOA,0
MGJCIANFOBKPL,0
GNAKFOHIE,0
DFJENMIKCPGLOA,1
DAKGBFCNPHJE,1
GPKONBJLCMFDHIE,0
LGIKHCNFBPOJMEA,2
NBIEAKPFMHJLDG,1
LHMKJGEIFCNDOBP,0
LEIAFCKMNBOJPGDH,2
HOCPKLIDFEGBJAN,2
BDGOJPECAKFHLNIM,1
EGFKOHPJNMIBAD,1
FLCPDAOMGBEHJINK,2
CHELGNBMKAFDPO,2
OJGLEPHKICDFNBAM,2
MKAPIDE,0
HECBNOGAKFDJPIL,0
HBGFKCJADEONPML,0
CDIHJLGP,1
KNIOFAEBMGLDCHJ,0
KAOFLBJMPEI,0
IONDJPMKGBLCFHEA,1
EDJFLCGBHKPA,1
KECGDIFJOBHNALMP,2
BMJGDFCHPAKE,1
DNABGMHFEJ,1
HKGLNOFICJ,1
AIBEKMOCFJGNHDLP,2
JKIGMLFDAHE,0
KHGDJLPEINCAO,0
OEPLHIKFDGAJNCBM,2
NOMLICGDBPEAFKJ,0
JKIAEPFLMCNGDHB,0
DOIFKNPBLMH,0
AMBOFKIJCLGNEP,1
MCEJIOGKHBNPLADF,1
LEHPGDMCKBJIOFA,2
KEIPLBCONAHFDGJ,0
FNAHKGDLEBJOCPIM,1
HMCDEPKBIGJLANFO,1
HOJPKCMNAGIBE,0
JDNGFBMCIKHLOPEA,1
HGKBAOFDLNP,0
FEGMLNBJCDKOIP,1
ADPBIGLKOHFCMEJN,2
HODBEACFPLGNJM,2
CPDLGKBEA,0
HONLKPDBGCJAM,0
OEPLJKNFGBDACIHM,1
LGMAFBIJNPKEHOC,2
OECNLKPIAFBJHGMD,2
JFNPACGEMIKLD,0
BDCLJGFHEP,1
JAOLNBKGHDIC,1
BMHGAKOPELCDFJ,1
LHECAPJNOBKMI,0
CDBFHIEAJOGMLNP,2
KPFMHICNBEGO,1
HIDEPFCBL,0
IEPJAFLKGCDMOHB,2
LGAFHEDBP,0
CDJFEGLIOPA,2
MGNDJCEKIPBO,1
CPAJDOHNKM,1
GEDJKFMHICBP,2
MDLFAGIBKEJ,0
MIKNLJCOHEAFDB,1
HMDKCNJAFOGP,1
AIFCKJGBELNMDHOP,2
DCALBPFOJMGHN,0
OGKNPFHIDLJMEC,2
OHMGNKDLP,0
HKMAJOILNPDCG,0
HEMILGNJDOCAKFP,0
DGNJMFOEP,0
GILBKAOFDCPNH,0
KBNHODGFJIPEC,0
GHJMDNFOAILEBP,1
PELAOBFJKIHDCNG,0
CLGBOADKNFEP,1
FBJPMLEKACI,0
DCGHPELKONBIAFJM,2
EHBIGLAFDJPCKO,2
IBFMPJDLHKCNOG,2
MNBJEGOKLPCFIHA,0
DOMPHLCKBFNA,1
FLHBKOADIGJMECP,0
LOPHGJKAMNB,2
GKJCFHELIBNPAD,1
BFJHMKNDIGELA,0
DPCAHENFLMGOJBKI,1
DCIFEGMBJAKPOHNL,2
BKOMLPCHGFJEIDNA,1
BPGOHFCDKLAMEIN,2
FGECJAKBNMLD,1
LCIFEDJBMKHNOGPA,1
DPMKHGINLOFBCJAE,2
MELKONGHCBAPFJ,2
EGFHBDJLIKPCOMN,0
DCKHEMNBJGFAOL,2
FALKONJHCGDPI,2
EPIKHABODLGF,1
EGCBPDHJIKOM,1
BEKIDFHCNGOLJMPA,1
CJPHOFIAKNEGLB,1
BKEAJFNGIMLDPCO,2
OMNGJLEBIKFDAHCP,1
IKNGAJOMFLHBECD,2
GNCKJLFEDBOPM,0
AHMCKBFGEDNJP,0
JEPKFILMCDGNHA,1
HMDPOGNLCJIKFEBA,2
MJLGIBACODE,0
PGDKNBJLOEHFIM,2
LKOCEAFHBDPGIJNM,1
BLKPOANIFGCJHDEM,1
CNBLOGMJIKDPHEFA,2
FDBNLEGOHMCIKA,1
KJFHLCINGEDOAMP,0
GBMPFNOCKAEIJLH,0
BAILCDKHFJEGPOM,2
ADGLHIENKFCOBPM,2
KANLHDEGIPCFM,2
PDGNMHCJFIKBLEA,0
MPCKDALHENFOIJ,2
OCGIKHLMPAFBED,1
OCJHALKFMBNIDPEG,2
DCIHMKJAFLG,0
NAIJMELKDCHFOBGP,1
PABFCMGODLKENI,1
MLIDNACJFBPHGO,2
JAOEGFKCNBMILD,1
DHALOIFBGMJPEC,2
AEDBGNLMFPCO,1
PNHIKFGLJCBADMOE,1
IDHAMCLGEFKB,1
MKIGJHECBO,1
MLHPDBAOJKNFCIG,0
ILPHKMGEJBNAOCFD,1
OJNGLDIPEBMAFHC,2
HMPGJIOCKFDAL,0
DJBGCKNIHPOALMFE,1
NDOHKFGBJCLA,1
GHLPKMJINOFACE,1
MEOBIFNPLGHADK,1
IGKJNMOELFCBHPD,2
NGMKDEILJOBPF,0
NCBFDJAGEOPK,1
KFJEBAMPIDNHL,0
PLKBMGHDFCINA,0
LAOMKNEGFBCIHJDP,2
FJEDIHMLGOA,0
HELJPBCMGFKAO,0
LBENIGKHPCAJOF,1
LFDOJBAPICMGK,0
PJFCAGEKBNOMIHLD,1
DKMJLEGAINOHF,2
MLEJKFNOBPACI,0
AJFGBHKMCD,1
CGBHDNFKPIMLJOA,0
FLJGINKHCPDMOA,2
NAPFJBLKMHGEO,0
DGCOHLMFAPNIKEB,0
AOHKLCJPEDIG,1
KLFHOPJGACND,1
CHOFPGBLDKJNME,1
FBKIHJNPMGOEA,2
MGADNJFBLCKPHOIE,2
PCJGOFHDBKMLINEA,2
EPIOJFALM,0
IBLNOEPFCAKJ,1
LMEOPJAIDNKHCFB,0
IGFBHACLEPJDN,2
COEHJDFKPGANMLI,0
LCOGPNKEHAD,0
DIOLMGCJFABK,1
EKCNDPBJA,0
MNBGOJKAPHE,2
LMIAONHJCGKPEFDB,1
IPJFCANGMBKEL,0
KIBELMPOCFDNJA,1
HEDMCINBPJFA,1
HLMDOINPKECJFG,2
